|dates|Miner_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Miner_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Miner_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Miner_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Miner_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Miner_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Miner_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Miner_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-02|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-03|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-04|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-05|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-06|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-07|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-08|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-09|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-10|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-11|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-12|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-13|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-14|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-15|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-16|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-17|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-18|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-19|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-20|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-21|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-22|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-23|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-24|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-25|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-26|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-27|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-28|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-29|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-30|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-01-31|1116.5|0|34.5|0|2.997393570807993|0|1151.0|0
0|2020-02-01|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-02|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-03|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-04|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-05|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-06|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-07|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-08|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-09|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-10|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-11|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-12|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-13|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-14|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-15|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-16|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-17|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-18|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-19|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-20|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-21|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-22|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-23|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-24|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-25|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-26|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-27|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-28|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-02-29|1111.5|0|32.5|0|2.840909090909091|0|1144.0|0
0|2020-03-01|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-02|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-03|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-04|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-05|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-06|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-07|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-08|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-09|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-10|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-11|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-12|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
0|2020-03-13|1143.0|0|32.0|0|2.723404255319149|0|1175.0|0
