|dates|Lincoln_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Missouri_UnitedStates.Male_Total_Population.data|Lincoln_Missouri_UnitedStates.Male_Total_Population.missing|Lincoln_Missouri_UnitedStates.Female_Total_Population.data|Lincoln_Missouri_UnitedStates.Female_Total_Population.missing|Lincoln_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7740.0|0|28843.0|0|28843.0|0|14658.0|0
