|dates|Traverse_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Traverse_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Traverse_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Traverse_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Traverse_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Traverse_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Traverse_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Traverse_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-02|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-03|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-04|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-05|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-06|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-07|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-08|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-09|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-10|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-11|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-12|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-13|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-14|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-15|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-16|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-17|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-18|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-19|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-20|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-21|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-22|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-23|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-24|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
0|2020-01-25|1595.0|0|98.0|0|5.788541051388068|0|1693.0|0
