|dates|Coffee_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coffee_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coffee_Tennessee_UnitedStates.Male_Total_Population.data|Coffee_Tennessee_UnitedStates.Male_Total_Population.missing|Coffee_Tennessee_UnitedStates.Female_Total_Population.data|Coffee_Tennessee_UnitedStates.Female_Total_Population.missing|Coffee_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Coffee_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9620.0|0|27208.0|0|28492.0|0|13346.0|0
