|dates|Atlantic_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Atlantic_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Atlantic_NewJersey_UnitedStates.Male_Total_Population.data|Atlantic_NewJersey_UnitedStates.Male_Total_Population.missing|Atlantic_NewJersey_UnitedStates.Female_Total_Population.data|Atlantic_NewJersey_UnitedStates.Female_Total_Population.missing|Atlantic_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Atlantic_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|47611.0|0|128539.0|0|136890.0|0|56347.0|0
