|dates|Hardin_Iowa_UnitedStates.BLS_EmployedPopulation.data|Hardin_Iowa_UnitedStates.BLS_EmployedPopulation.missing|Hardin_Iowa_UnitedStates.BLS_UnemployedPopulation.data|Hardin_Iowa_UnitedStates.BLS_UnemployedPopulation.missing|Hardin_Iowa_UnitedStates.BLS_UnemploymentRate.data|Hardin_Iowa_UnitedStates.BLS_UnemploymentRate.missing|Hardin_Iowa_UnitedStates.BLS_LaborForcePopulation.data|Hardin_Iowa_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-02|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-03|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-04|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-05|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-06|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-07|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-08|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-09|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-10|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-11|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-12|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-13|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-14|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-15|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-16|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-17|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-18|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-19|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-20|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-21|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-22|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-23|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-24|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-25|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-26|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-27|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-28|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-29|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-30|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-01-31|7786.0|0|345.0|0|4.243020538679129|0|8131.0|0
0|2020-02-01|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-02|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-03|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-04|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-05|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-06|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-07|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-08|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-09|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-10|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-11|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-12|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-13|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-14|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-15|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-16|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-17|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-18|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-19|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-20|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-21|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-22|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-23|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-24|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-25|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-26|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-27|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-28|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-02-29|7882.5|0|299.0|0|3.6545865672553934|0|8181.5|0
0|2020-03-01|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-02|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-03|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-04|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-05|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-06|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-07|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-08|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-09|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-10|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-11|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-12|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-13|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-14|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-15|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-16|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-17|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-18|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-19|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-20|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-21|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-22|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-23|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-24|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-25|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-26|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-27|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-28|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-29|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-30|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-03-31|7708.0|0|290.0|0|3.625906476619155|0|7998.0|0
0|2020-04-01|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-02|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-03|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-04|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-05|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-06|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-07|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-08|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-09|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-10|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-11|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-12|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-13|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-14|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-15|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-16|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-17|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-18|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-19|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-20|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-21|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-22|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-23|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-24|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-25|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-26|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
0|2020-04-27|7216.0|0|682.5|0|8.640881179970881|0|7898.5|0
