|dates|Obion_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Obion_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Obion_Tennessee_UnitedStates.Male_Total_Population.data|Obion_Tennessee_UnitedStates.Male_Total_Population.missing|Obion_Tennessee_UnitedStates.Female_Total_Population.data|Obion_Tennessee_UnitedStates.Female_Total_Population.missing|Obion_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Obion_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6179.0|0|14647.0|0|15620.0|0|6560.0|0
