|dates|Weston_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Weston_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Weston_Wyoming_UnitedStates.Male_Total_Population.data|Weston_Wyoming_UnitedStates.Male_Total_Population.missing|Weston_Wyoming_UnitedStates.Female_Total_Population.data|Weston_Wyoming_UnitedStates.Female_Total_Population.missing|Weston_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Weston_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1429.0|0|3689.0|0|3278.0|0|1447.0|0
