|dates|Jackson_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Minnesota_UnitedStates.Male_Total_Population.data|Jackson_Minnesota_UnitedStates.Male_Total_Population.missing|Jackson_Minnesota_UnitedStates.Female_Total_Population.data|Jackson_Minnesota_UnitedStates.Female_Total_Population.missing|Jackson_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2217.0|0|5073.0|0|4838.0|0|2140.0|0
