|dates|Montgomery_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Georgia_UnitedStates.Male_Total_Population.data|Montgomery_Georgia_UnitedStates.Male_Total_Population.missing|Montgomery_Georgia_UnitedStates.Female_Total_Population.data|Montgomery_Georgia_UnitedStates.Female_Total_Population.missing|Montgomery_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1575.0|0|4727.0|0|4466.0|0|1849.0|0
