|dates|OutofMO_Missouri_UnitedStates.BLS_EmployedPopulation.data|OutofMO_Missouri_UnitedStates.BLS_EmployedPopulation.missing|OutofMO_Missouri_UnitedStates.BLS_UnemployedPopulation.data|OutofMO_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|OutofMO_Missouri_UnitedStates.BLS_UnemploymentRate.data|OutofMO_Missouri_UnitedStates.BLS_UnemploymentRate.missing|OutofMO_Missouri_UnitedStates.BLS_LaborForcePopulation.data|OutofMO_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
