|dates|OutofCO_Colorado_UnitedStates.AveragePrecipitationTotal.data|OutofCO_Colorado_UnitedStates.AveragePrecipitationTotal.missing|OutofCO_Colorado_UnitedStates.AveragePrecipitation.data|OutofCO_Colorado_UnitedStates.AveragePrecipitation.missing|OutofCO_Colorado_UnitedStates.AverageWindDirection.data|OutofCO_Colorado_UnitedStates.AverageWindDirection.missing|OutofCO_Colorado_UnitedStates.AverageWindSpeed.data|OutofCO_Colorado_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
