|dates|Foster_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Foster_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Foster_NorthDakota_UnitedStates.Male_Total_Population.data|Foster_NorthDakota_UnitedStates.Male_Total_Population.missing|Foster_NorthDakota_UnitedStates.Female_Total_Population.data|Foster_NorthDakota_UnitedStates.Female_Total_Population.missing|Foster_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Foster_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|724.0|0|1594.0|0|1622.0|0|680.0|0
