|dates|PrinceGeorge_Virginia_UnitedStates.BLS_EmployedPopulation.data|PrinceGeorge_Virginia_UnitedStates.BLS_EmployedPopulation.missing|PrinceGeorge_Virginia_UnitedStates.BLS_UnemployedPopulation.data|PrinceGeorge_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|PrinceGeorge_Virginia_UnitedStates.BLS_UnemploymentRate.data|PrinceGeorge_Virginia_UnitedStates.BLS_UnemploymentRate.missing|PrinceGeorge_Virginia_UnitedStates.BLS_LaborForcePopulation.data|PrinceGeorge_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-02|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-03|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-04|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-05|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-06|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-07|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-08|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-09|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-10|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-11|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-12|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-13|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-14|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-15|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-16|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-17|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-18|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-19|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-20|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-21|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-22|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-23|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-24|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-25|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-26|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-27|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-28|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-29|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-30|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-01-31|14844.5|0|534.5|0|3.4755185642759607|0|15379.0|0
0|2020-02-01|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-02|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-03|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-04|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-05|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-06|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-07|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-08|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-09|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-10|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-11|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-12|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
0|2020-02-13|14950.0|0|479.5|0|3.107683333873424|0|15429.5|0
