|dates|Liberty_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Liberty_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Liberty_Georgia_UnitedStates.Male_Total_Population.data|Liberty_Georgia_UnitedStates.Male_Total_Population.missing|Liberty_Georgia_UnitedStates.Female_Total_Population.data|Liberty_Georgia_UnitedStates.Female_Total_Population.missing|Liberty_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Liberty_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5689.0|0|31168.0|0|30329.0|0|17244.0|0
