|dates|George_Mississippi_UnitedStates.JHU_ConfirmedCases.data|George_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|George_Mississippi_UnitedStates.NYT_ConfirmedCases.data|George_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|George_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|George_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|George_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|George_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|4014.0|0|0.0|100|60.0|0|0.0|100
