|dates|Yellowstone_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yellowstone_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yellowstone_Montana_UnitedStates.Male_Total_Population.data|Yellowstone_Montana_UnitedStates.Male_Total_Population.missing|Yellowstone_Montana_UnitedStates.Female_Total_Population.data|Yellowstone_Montana_UnitedStates.Female_Total_Population.missing|Yellowstone_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Yellowstone_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27117.0|0|78729.0|0|81408.0|0|37629.0|0
