|dates|Trego_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Trego_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Trego_Kansas_UnitedStates.Male_Total_Population.data|Trego_Kansas_UnitedStates.Male_Total_Population.missing|Trego_Kansas_UnitedStates.Female_Total_Population.data|Trego_Kansas_UnitedStates.Female_Total_Population.missing|Trego_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Trego_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|740.0|0|1418.0|0|1375.0|0|500.0|0
