|dates|McCone_Montana_UnitedStates.BLS_EmployedPopulation.data|McCone_Montana_UnitedStates.BLS_EmployedPopulation.missing|McCone_Montana_UnitedStates.BLS_UnemployedPopulation.data|McCone_Montana_UnitedStates.BLS_UnemployedPopulation.missing|McCone_Montana_UnitedStates.BLS_UnemploymentRate.data|McCone_Montana_UnitedStates.BLS_UnemploymentRate.missing|McCone_Montana_UnitedStates.BLS_LaborForcePopulation.data|McCone_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-02|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-03|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-04|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-05|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-06|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-07|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-08|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-09|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-10|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-11|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-12|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-13|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-14|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-15|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-16|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-17|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-18|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-19|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-20|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-21|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-22|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-23|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-24|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-25|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-26|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
0|2020-01-27|906.0|0|22.0|0|2.3706896551724137|0|928.0|0
