|dates|Bergen_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bergen_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bergen_NewJersey_UnitedStates.Male_Total_Population.data|Bergen_NewJersey_UnitedStates.Male_Total_Population.missing|Bergen_NewJersey_UnitedStates.Female_Total_Population.data|Bergen_NewJersey_UnitedStates.Female_Total_Population.missing|Bergen_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Bergen_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|161086.0|0|454688.0|0|482004.0|0|198355.0|0
