|dates|Nacogdoches_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nacogdoches_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nacogdoches_Texas_UnitedStates.Male_Total_Population.data|Nacogdoches_Texas_UnitedStates.Male_Total_Population.missing|Nacogdoches_Texas_UnitedStates.Female_Total_Population.data|Nacogdoches_Texas_UnitedStates.Female_Total_Population.missing|Nacogdoches_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Nacogdoches_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9685.0|0|31479.0|0|34232.0|0|15243.0|0
