|dates|Miami_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Miami_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Miami_Indiana_UnitedStates.Male_Total_Population.data|Miami_Indiana_UnitedStates.Male_Total_Population.missing|Miami_Indiana_UnitedStates.Female_Total_Population.data|Miami_Indiana_UnitedStates.Female_Total_Population.missing|Miami_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Miami_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6289.0|0|19133.0|0|16434.0|0|7490.0|0
