|dates|Lemhi_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lemhi_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lemhi_Idaho_UnitedStates.Male_Total_Population.data|Lemhi_Idaho_UnitedStates.Male_Total_Population.missing|Lemhi_Idaho_UnitedStates.Female_Total_Population.data|Lemhi_Idaho_UnitedStates.Female_Total_Population.missing|Lemhi_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Lemhi_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2409.0|0|4030.0|0|3931.0|0|1488.0|0
