|dates|Davidson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Davidson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Davidson_Tennessee_UnitedStates.Male_Total_Population.data|Davidson_Tennessee_UnitedStates.Male_Total_Population.missing|Davidson_Tennessee_UnitedStates.Female_Total_Population.data|Davidson_Tennessee_UnitedStates.Female_Total_Population.missing|Davidson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Davidson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|84795.0|0|334279.0|0|358308.0|0|144027.0|0
