|dates|Miami_Ohio_UnitedStates.BLS_EmployedPopulation.data|Miami_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Miami_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Miami_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Miami_Ohio_UnitedStates.BLS_UnemploymentRate.data|Miami_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Miami_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Miami_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-02|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-03|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-04|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-05|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-06|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-07|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-08|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-09|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-10|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-11|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-12|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-13|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-14|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-15|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-16|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-17|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-18|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-19|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-20|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-21|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-22|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-23|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-24|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-25|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-26|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-27|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-28|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-29|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-30|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-01-31|52162.5|0|2547.5|0|4.656369950648876|0|54710.0|0
0|2020-02-01|52581.5|0|2350.5|0|4.2789266729775|0|54932.0|0
0|2020-02-02|52581.5|0|2350.5|0|4.2789266729775|0|54932.0|0
0|2020-02-03|52581.5|0|2350.5|0|4.2789266729775|0|54932.0|0
0|2020-02-04|52581.5|0|2350.5|0|4.2789266729775|0|54932.0|0
0|2020-02-05|52581.5|0|2350.5|0|4.2789266729775|0|54932.0|0
0|2020-02-06|52581.5|0|2350.5|0|4.2789266729775|0|54932.0|0
0|2020-02-07|52581.5|0|2350.5|0|4.2789266729775|0|54932.0|0
0|2020-02-08|52581.5|0|2350.5|0|4.2789266729775|0|54932.0|0
