|dates|Ramsey_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ramsey_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ramsey_Minnesota_UnitedStates.Male_Total_Population.data|Ramsey_Minnesota_UnitedStates.Male_Total_Population.missing|Ramsey_Minnesota_UnitedStates.Female_Total_Population.data|Ramsey_Minnesota_UnitedStates.Female_Total_Population.missing|Ramsey_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Ramsey_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|79328.0|0|268571.0|0|281639.0|0|128232.0|0
