|dates|Jefferson_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Oregon_UnitedStates.Male_Total_Population.data|Jefferson_Oregon_UnitedStates.Male_Total_Population.missing|Jefferson_Oregon_UnitedStates.Female_Total_Population.data|Jefferson_Oregon_UnitedStates.Female_Total_Population.missing|Jefferson_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4714.0|0|12478.0|0|11714.0|0|5680.0|0
