|dates|Chippewa_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chippewa_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chippewa_Minnesota_UnitedStates.Male_Total_Population.data|Chippewa_Minnesota_UnitedStates.Male_Total_Population.missing|Chippewa_Minnesota_UnitedStates.Female_Total_Population.data|Chippewa_Minnesota_UnitedStates.Female_Total_Population.missing|Chippewa_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Chippewa_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2526.0|0|5986.0|0|5938.0|0|2808.0|0
