|dates|Campbell_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Campbell_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Campbell_Virginia_UnitedStates.Male_Total_Population.data|Campbell_Virginia_UnitedStates.Male_Total_Population.missing|Campbell_Virginia_UnitedStates.Female_Total_Population.data|Campbell_Virginia_UnitedStates.Female_Total_Population.missing|Campbell_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Campbell_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10943.0|0|26723.0|0|28250.0|0|10628.0|0
