|dates|ContraCosta_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ContraCosta_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ContraCosta_California_UnitedStates.Male_Total_Population.data|ContraCosta_California_UnitedStates.Male_Total_Population.missing|ContraCosta_California_UnitedStates.Female_Total_Population.data|ContraCosta_California_UnitedStates.Female_Total_Population.missing|ContraCosta_California_UnitedStates.MaleAndFemale_Under18_Population.data|ContraCosta_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|181443.0|0|562483.0|0|587732.0|0|259791.0|0
