|dates|Pontotoc_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pontotoc_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pontotoc_Mississippi_UnitedStates.Male_Total_Population.data|Pontotoc_Mississippi_UnitedStates.Male_Total_Population.missing|Pontotoc_Mississippi_UnitedStates.Female_Total_Population.data|Pontotoc_Mississippi_UnitedStates.Female_Total_Population.missing|Pontotoc_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Pontotoc_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4763.0|0|15572.0|0|16261.0|0|8455.0|0
