|dates|Latah_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Latah_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Latah_Idaho_UnitedStates.Male_Total_Population.data|Latah_Idaho_UnitedStates.Male_Total_Population.missing|Latah_Idaho_UnitedStates.Female_Total_Population.data|Latah_Idaho_UnitedStates.Female_Total_Population.missing|Latah_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Latah_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5406.0|0|20398.0|0|19736.0|0|7624.0|0
