|dates|Turner_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Turner_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Turner_SouthDakota_UnitedStates.Male_Total_Population.data|Turner_SouthDakota_UnitedStates.Male_Total_Population.missing|Turner_SouthDakota_UnitedStates.Female_Total_Population.data|Turner_SouthDakota_UnitedStates.Female_Total_Population.missing|Turner_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Turner_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1746.0|0|4241.0|0|4183.0|0|2054.0|0
