|dates|Putnam_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_Tennessee_UnitedStates.Male_Total_Population.data|Putnam_Tennessee_UnitedStates.Male_Total_Population.missing|Putnam_Tennessee_UnitedStates.Female_Total_Population.data|Putnam_Tennessee_UnitedStates.Female_Total_Population.missing|Putnam_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13134.0|0|39227.0|0|39616.0|0|16455.0|0
