|dates|Boone_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boone_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boone_Indiana_UnitedStates.Male_Total_Population.data|Boone_Indiana_UnitedStates.Male_Total_Population.missing|Boone_Indiana_UnitedStates.Female_Total_Population.data|Boone_Indiana_UnitedStates.Female_Total_Population.missing|Boone_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Boone_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8954.0|0|33331.0|0|33668.0|0|17718.0|0
