|dates|Pershing_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pershing_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pershing_Nevada_UnitedStates.Male_Total_Population.data|Pershing_Nevada_UnitedStates.Male_Total_Population.missing|Pershing_Nevada_UnitedStates.Female_Total_Population.data|Pershing_Nevada_UnitedStates.Female_Total_Population.missing|Pershing_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Pershing_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1063.0|0|4294.0|0|2372.0|0|1086.0|0
