|dates|Miner_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Miner_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Miner_SouthDakota_UnitedStates.Male_Total_Population.data|Miner_SouthDakota_UnitedStates.Male_Total_Population.missing|Miner_SouthDakota_UnitedStates.Female_Total_Population.data|Miner_SouthDakota_UnitedStates.Female_Total_Population.missing|Miner_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Miner_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|464.0|0|1149.0|0|1064.0|0|524.0|0
