|dates|Cattaraugus_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cattaraugus_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cattaraugus_NewYork_UnitedStates.Male_Total_Population.data|Cattaraugus_NewYork_UnitedStates.Male_Total_Population.missing|Cattaraugus_NewYork_UnitedStates.Female_Total_Population.data|Cattaraugus_NewYork_UnitedStates.Female_Total_Population.missing|Cattaraugus_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Cattaraugus_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14729.0|0|38148.0|0|38692.0|0|16933.0|0
