|dates|Ascension_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ascension_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ascension_Louisiana_UnitedStates.Male_Total_Population.data|Ascension_Louisiana_UnitedStates.Male_Total_Population.missing|Ascension_Louisiana_UnitedStates.Female_Total_Population.data|Ascension_Louisiana_UnitedStates.Female_Total_Population.missing|Ascension_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Ascension_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14734.0|0|61555.0|0|63117.0|0|33371.0|0
