|dates|Johnson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Kansas_UnitedStates.Male_Total_Population.data|Johnson_Kansas_UnitedStates.Male_Total_Population.missing|Johnson_Kansas_UnitedStates.Female_Total_Population.data|Johnson_Kansas_UnitedStates.Female_Total_Population.missing|Johnson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|86723.0|0|293223.0|0|304332.0|0|145643.0|0
