|dates|Greenville_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greenville_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greenville_SouthCarolina_UnitedStates.Male_Total_Population.data|Greenville_SouthCarolina_UnitedStates.Male_Total_Population.missing|Greenville_SouthCarolina_UnitedStates.Female_Total_Population.data|Greenville_SouthCarolina_UnitedStates.Female_Total_Population.missing|Greenville_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Greenville_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|81136.0|0|249364.0|0|264849.0|0|118364.0|0
