|dates|Spencer_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Spencer_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Spencer_Indiana_UnitedStates.Male_Total_Population.data|Spencer_Indiana_UnitedStates.Male_Total_Population.missing|Spencer_Indiana_UnitedStates.Female_Total_Population.data|Spencer_Indiana_UnitedStates.Female_Total_Population.missing|Spencer_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Spencer_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3932.0|0|10232.0|0|10095.0|0|4440.0|0
