|dates|Hinsdale_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hinsdale_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hinsdale_Colorado_UnitedStates.Male_Total_Population.data|Hinsdale_Colorado_UnitedStates.Male_Total_Population.missing|Hinsdale_Colorado_UnitedStates.Female_Total_Population.data|Hinsdale_Colorado_UnitedStates.Female_Total_Population.missing|Hinsdale_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Hinsdale_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|246.0|0|418.0|0|393.0|0|126.0|0
