|dates|BigHorn_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BigHorn_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BigHorn_Wyoming_UnitedStates.Male_Total_Population.data|BigHorn_Wyoming_UnitedStates.Male_Total_Population.missing|BigHorn_Wyoming_UnitedStates.Female_Total_Population.data|BigHorn_Wyoming_UnitedStates.Female_Total_Population.missing|BigHorn_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|BigHorn_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2495.0|0|5982.0|0|5899.0|0|3003.0|0
