|dates|Shenandoah_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shenandoah_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shenandoah_Virginia_UnitedStates.Male_Total_Population.data|Shenandoah_Virginia_UnitedStates.Male_Total_Population.missing|Shenandoah_Virginia_UnitedStates.Female_Total_Population.data|Shenandoah_Virginia_UnitedStates.Female_Total_Population.missing|Shenandoah_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Shenandoah_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9443.0|0|21277.0|0|22220.0|0|9220.0|0
