|dates|Eddy_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Eddy_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Eddy_NewMexico_UnitedStates.Male_Total_Population.data|Eddy_NewMexico_UnitedStates.Male_Total_Population.missing|Eddy_NewMexico_UnitedStates.Female_Total_Population.data|Eddy_NewMexico_UnitedStates.Female_Total_Population.missing|Eddy_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Eddy_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8406.0|0|29150.0|0|28750.0|0|15344.0|0
