|dates|Mesa_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mesa_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mesa_Colorado_UnitedStates.Male_Total_Population.data|Mesa_Colorado_UnitedStates.Male_Total_Population.missing|Mesa_Colorado_UnitedStates.Female_Total_Population.data|Mesa_Colorado_UnitedStates.Female_Total_Population.missing|Mesa_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Mesa_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|29238.0|0|75720.0|0|77487.0|0|33045.0|0
