|dates|Bonner_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bonner_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bonner_Idaho_UnitedStates.Male_Total_Population.data|Bonner_Idaho_UnitedStates.Male_Total_Population.missing|Bonner_Idaho_UnitedStates.Female_Total_Population.data|Bonner_Idaho_UnitedStates.Female_Total_Population.missing|Bonner_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Bonner_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10973.0|0|22306.0|0|22421.0|0|8813.0|0
