|dates|Boone_Illinois_UnitedStates.BLS_EmployedPopulation.data|Boone_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Boone_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Boone_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Boone_Illinois_UnitedStates.BLS_UnemploymentRate.data|Boone_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Boone_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Boone_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-02|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-03|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-04|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-05|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-06|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-07|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-08|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-09|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-10|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-11|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-12|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-13|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-14|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-15|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-16|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-17|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-18|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-19|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-20|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-21|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-22|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-23|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-24|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-25|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-26|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-27|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-28|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-29|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-30|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-01-31|23793.0|0|2470.0|0|9.40486616152001|0|26263.0|0
0|2020-02-01|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-02|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-03|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-04|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-05|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-06|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-07|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-08|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-09|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-10|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-11|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-12|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-13|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-14|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-15|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-16|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-17|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-18|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-19|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-20|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-21|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-22|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-23|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-24|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-25|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-26|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-27|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-28|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-02-29|24162.5|0|1401.0|0|5.480470201654703|0|25563.5|0
0|2020-03-01|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-02|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-03|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-04|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-05|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-06|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-07|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-08|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-09|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-10|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-11|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-12|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-13|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-14|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-15|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-16|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-17|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-18|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-19|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-20|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-21|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-22|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-23|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-24|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-25|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-26|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-27|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-28|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-29|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-30|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-03-31|23279.5|0|1291.0|0|5.254268329907816|0|24570.5|0
0|2020-04-01|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-02|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-03|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-04|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-05|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-06|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-07|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-08|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-09|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-10|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-11|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-12|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-13|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-14|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-15|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-16|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-17|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-18|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
0|2020-04-19|19274.0|0|5887.0|0|23.397321251142642|0|25161.0|0
