|dates|Radford_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Radford_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Radford_Virginia_UnitedStates.Male_Total_Population.data|Radford_Virginia_UnitedStates.Male_Total_Population.missing|Radford_Virginia_UnitedStates.Female_Total_Population.data|Radford_Virginia_UnitedStates.Female_Total_Population.missing|Radford_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Radford_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1672.0|0|8619.0|0|9720.0|0|2285.0|0
