|dates|Beltrami_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beltrami_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beltrami_Minnesota_UnitedStates.Male_Total_Population.data|Beltrami_Minnesota_UnitedStates.Male_Total_Population.missing|Beltrami_Minnesota_UnitedStates.Female_Total_Population.data|Beltrami_Minnesota_UnitedStates.Female_Total_Population.missing|Beltrami_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Beltrami_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7548.0|0|23406.0|0|23441.0|0|11769.0|0
