|dates|Todd_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Todd_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Todd_Kentucky_UnitedStates.Male_Total_Population.data|Todd_Kentucky_UnitedStates.Male_Total_Population.missing|Todd_Kentucky_UnitedStates.Female_Total_Population.data|Todd_Kentucky_UnitedStates.Female_Total_Population.missing|Todd_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Todd_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1982.0|0|6129.0|0|6182.0|0|3290.0|0
