|dates|Butler_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butler_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butler_Alabama_UnitedStates.Male_Total_Population.data|Butler_Alabama_UnitedStates.Male_Total_Population.missing|Butler_Alabama_UnitedStates.Female_Total_Population.data|Butler_Alabama_UnitedStates.Female_Total_Population.missing|Butler_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Butler_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3995.0|0|9165.0|0|10515.0|0|4378.0|0
