|dates|Shelby_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shelby_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shelby_Texas_UnitedStates.Male_Total_Population.data|Shelby_Texas_UnitedStates.Male_Total_Population.missing|Shelby_Texas_UnitedStates.Female_Total_Population.data|Shelby_Texas_UnitedStates.Female_Total_Population.missing|Shelby_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Shelby_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4451.0|0|12637.0|0|12781.0|0|6560.0|0
