|dates|Osage_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Osage_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Osage_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Osage_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Osage_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Osage_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Osage_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Osage_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-02|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-03|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-04|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-05|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-06|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-07|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-08|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-09|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-10|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-11|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-12|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-13|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-14|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-15|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-16|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-17|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-18|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-19|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-20|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-21|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-22|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-23|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-24|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-25|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-26|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-27|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-28|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-29|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-30|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-01-31|19789.5|0|754.5|0|3.6726051401869158|0|20544.0|0
0|2020-02-01|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-02|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-03|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-04|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-05|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-06|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-07|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-08|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-09|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-10|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-11|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
0|2020-02-12|19855.5|0|727.5|0|3.5344701938492933|0|20583.0|0
