|dates|Suffolk_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Suffolk_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Suffolk_Virginia_UnitedStates.Male_Total_Population.data|Suffolk_Virginia_UnitedStates.Male_Total_Population.missing|Suffolk_Virginia_UnitedStates.Female_Total_Population.data|Suffolk_Virginia_UnitedStates.Female_Total_Population.missing|Suffolk_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Suffolk_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13164.0|0|44173.0|0|47012.0|0|22132.0|0
