|dates|OutofPA_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|OutofPA_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|OutofPA_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|OutofPA_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|OutofPA_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|OutofPA_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|OutofPA_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|OutofPA_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
