|dates|Baca_Colorado_UnitedStates.BLS_EmployedPopulation.data|Baca_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Baca_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Baca_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Baca_Colorado_UnitedStates.BLS_UnemploymentRate.data|Baca_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Baca_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Baca_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-02|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-03|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-04|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-05|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-06|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-07|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-08|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-09|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-10|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-11|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-12|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-13|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-14|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-15|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-16|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-17|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-18|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-19|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-20|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-21|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-22|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-23|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-24|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-25|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-26|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-27|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-28|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-29|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-30|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-01-31|2055.0|0|42.0|0|2.0028612303290414|0|2097.0|0
0|2020-02-01|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-02|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-03|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-04|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-05|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-06|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-07|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-08|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-09|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-10|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-11|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-12|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-13|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-14|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-15|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-16|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-17|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-18|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-19|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
0|2020-02-20|2037.5|0|44.0|0|2.1138601969733366|0|2081.5|0
