|dates|Aiken_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Aiken_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Aiken_SouthCarolina_UnitedStates.Male_Total_Population.data|Aiken_SouthCarolina_UnitedStates.Male_Total_Population.missing|Aiken_SouthCarolina_UnitedStates.Female_Total_Population.data|Aiken_SouthCarolina_UnitedStates.Female_Total_Population.missing|Aiken_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Aiken_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|32901.0|0|81847.0|0|87554.0|0|36849.0|0
