|dates|Washoe_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washoe_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washoe_Nevada_UnitedStates.Male_Total_Population.data|Washoe_Nevada_UnitedStates.Male_Total_Population.missing|Washoe_Nevada_UnitedStates.Female_Total_Population.data|Washoe_Nevada_UnitedStates.Female_Total_Population.missing|Washoe_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Washoe_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|76161.0|0|234560.0|0|231175.0|0|100776.0|0
