|dates|Franklin_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Franklin_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Franklin_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Franklin_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Franklin_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Franklin_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Franklin_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-02|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-03|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-04|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-05|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-06|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-07|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-08|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-09|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-10|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-11|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-12|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-13|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-14|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-15|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-16|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-17|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-18|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-19|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-20|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-21|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-22|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-23|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-24|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-25|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-26|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-27|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-28|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-29|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-30|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-01-31|30621.0|0|1240.5|0|3.893413681088461|0|31861.5|0
0|2020-02-01|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-02|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-03|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-04|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-05|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-06|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-07|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-08|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-09|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-10|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
0|2020-02-11|30976.5|0|1166.5|0|3.629094981800081|0|32143.0|0
