|dates|Lamar_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lamar_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lamar_Mississippi_UnitedStates.Male_Total_Population.data|Lamar_Mississippi_UnitedStates.Male_Total_Population.missing|Lamar_Mississippi_UnitedStates.Female_Total_Population.data|Lamar_Mississippi_UnitedStates.Female_Total_Population.missing|Lamar_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Lamar_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8603.0|0|30001.0|0|32446.0|0|15448.0|0
