|dates|Norman_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Norman_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Norman_Minnesota_UnitedStates.Male_Total_Population.data|Norman_Minnesota_UnitedStates.Male_Total_Population.missing|Norman_Minnesota_UnitedStates.Female_Total_Population.data|Norman_Minnesota_UnitedStates.Female_Total_Population.missing|Norman_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Norman_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1366.0|0|3262.0|0|3213.0|0|1559.0|0
