|dates|Union_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Ohio_UnitedStates.Male_Total_Population.data|Union_Ohio_UnitedStates.Male_Total_Population.missing|Union_Ohio_UnitedStates.Female_Total_Population.data|Union_Ohio_UnitedStates.Female_Total_Population.missing|Union_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7116.0|0|27731.0|0|30104.0|0|14311.0|0
